"CommuteDays","MilesOneWay","Bus"
5,11.24783343,"Yes"
3,13.612772,"No"
5,13.612772,"No"
5,13.612772,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"Yes"
2,11.24783343,"No"
5,11.24783343,"No"
7,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,13.612772,"Yes"
6,13.612772,"No"
3,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"No"
5,11.24783343,"Yes"
4,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
4,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"No"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
5,11.24783343,"Yes"
3,11.24783343,"No"
2,11.24783343,"No"
5,7.338145049,"Yes"
5,9.312003259,"Yes"
5,9.312003259,"Yes"
4,9.312003259,"Yes"
3,9.312003259,"No"
5,7.338145049,"Yes"
5,9.312003259,"No"
5,7.338145049,"No"
5,7.338145049,"No"
5,7.338145049,"No"
3,9.312003259,"No"
3,9.312003259,"Yes"
5,9.312003259,"No"
4,7.338145049,"No"
1,9.312003259,"No"
4,9.312003259,"Yes"
5,9.312003259,"Yes"
5,9.312003259,"Yes"
5,9.312003259,"Yes"
5,8.999824328,"No"
5,8.999824328,"No"
5,6.625882432,"No"
5,8.999824328,"No"
5,6.625882432,"No"
5,8.999824328,"Yes"
5,6.625882432,"No"
5,6.625882432,"No"
5,6.625882432,"No"
5,6.625882432,"No"
5,6.625882432,"No"
5,6.625882432,"No"
5,8.999824328,"Yes"
5,8.999824328,"Yes"
4,8.999824328,"No"
5,8.999824328,"Yes"
5,6.625882432,"Yes"
5,8.999824328,"Yes"
5,8.999824328,"No"
5,6.625882432,"No"
5,6.625882432,"No"
4,8.999824328,"No"
5,6.625882432,"No"
5,8.999824328,"Yes"
5,8.999824328,"Yes"
5,8.999824328,"Yes"
5,8.999824328,"No"
5,8.999824328,"Yes"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
3,7.398024143,"Yes"
5,7.398024143,"No"
5,6.628609117,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
3,6.628609117,"No"
5,6.628609117,"No"
5,7.398024143,"No"
5,6.628609117,"No"
6,7.398024143,"No"
5,7.398024143,"No"
1,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
4,6.628609117,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
2,7.398024143,"No"
5,7.398024143,"Yes"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
4,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"Yes"
7,6.628609117,"No"
5,6.628609117,"No"
4,6.628609117,"No"
5,7.398024143,"Yes"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
7,6.628609117,"No"
2,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,7.398024143,"Yes"
5,6.628609117,"No"
7,6.628609117,"No"
5,7.398024143,"No"
5,6.628609117,"No"
6,7.398024143,"No"
5,7.398024143,"No"
5,6.628609117,"No"
5,6.628609117,"Yes"
6,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
6,6.628609117,"No"
6,6.628609117,"No"
5,6.628609117,"No"
5,7.398024143,"Yes"
5,7.398024143,"Yes"
6,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,6.628609117,"No"
5,7.398024143,"No"
5,6.628609117,"No"
5,7.398024143,"No"
5,7.398024143,"No"
4,7.398024143,"Yes"
5,7.398024143,"Yes"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,6.628609117,"No"
5,7.398024143,"Yes"
4,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
3,7.398024143,"Yes"
5,7.398024143,"No"
5,6.628609117,"No"
3,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
4,7.398024143,"Yes"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,6.628609117,"No"
5,7.398024143,"Yes"
5,7.398024143,"Yes"
4,7.398024143,"Yes"
5,6.628609117,"No"
5,6.628609117,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
4,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"No"
5,7.398024143,"Yes"
5,7.398024143,"Yes"
5,7.398024143,"Yes"
4,7.398024143,"No"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,4.131206885,"No"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"No"
5,4.131206885,"No"
6,5.906621147,"No"
7,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
7,4.131206885,"No"
6,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,4.131206885,"Yes"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,4.131206885,"Yes"
5,4.131206885,"No"
5,5.906621147,"Yes"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"Yes"
5,4.131206885,"Yes"
5,4.131206885,"Yes"
6,4.131206885,"No"
5,4.131206885,"Yes"
3,4.131206885,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,5.906621147,"No"
5,4.131206885,"No"
4,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"Yes"
4,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,5.906621147,"Yes"
5,4.131206885,"No"
5,4.131206885,"No"
4,5.906621147,"No"
5,5.906621147,"Yes"
4,4.131206885,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,4.131206885,"No"
5,5.906621147,"No"
5,4.131206885,"No"
5,4.131206885,"No"
4,4.131206885,"Yes"
5,4.131206885,"No"
5,4.131206885,"No"
5,4.131206885,"No"
6,4.131206885,"No"
5,4.131206885,"No"
3,5.906621147,"No"
5,4.131206885,"No"
5,4.131206885,"Yes"
5,4.131206885,"No"
4,5.906621147,"No"
5,4.131206885,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,4.131206885,"No"
5,4.131206885,"No"
5,5.906621147,"Yes"
4,5.906621147,"No"
4,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
4,5.906621147,"No"
5,5.906621147,"No"
6,4.131206885,"No"
5,5.906621147,"No"
5,4.131206885,"Yes"
4,4.131206885,"No"
5,4.131206885,"No"
6,5.906621147,"Yes"
5,5.906621147,"No"
5,4.131206885,"No"
5,5.906621147,"No"
5,5.906621147,"Yes"
4,5.906621147,"Yes"
5,5.906621147,"Yes"
4,5.906621147,"No"
7,5.906621147,"No"
5,4.131206885,"No"
5,5.906621147,"Yes"
3,5.906621147,"Yes"
5,4.131206885,"Yes"
5,5.906621147,"No"
5,4.131206885,"Yes"
5,4.131206885,"No"
5,4.131206885,"No"
5,5.906621147,"No"
7,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,4.131206885,"No"
5,4.131206885,"No"
5,5.906621147,"No"
5,4.131206885,"No"
4,4.131206885,"No"
5,4.131206885,"No"
5,5.906621147,"Yes"
4,5.906621147,"No"
4,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"No"
4,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,5.906621147,"Yes"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"No"
5,5.906621147,"Yes"
4,5.906621147,"No"
5,5.906621147,"No"
4,7.665466464,"No"
5,7.665466464,"No"
5,6.416606637,"No"
6,6.416606637,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
4,7.665466464,"No"
5,6.416606637,"No"
5,7.665466464,"Yes"
5,7.665466464,"No"
5,7.665466464,"Yes"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
4,7.665466464,"No"
5,7.665466464,"No"
4,7.665466464,"Yes"
5,6.416606637,"No"
5,6.416606637,"No"
3,6.416606637,"No"
5,7.665466464,"Yes"
5,7.665466464,"No"
4,7.665466464,"No"
5,7.665466464,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
4,6.416606637,"No"
1,6.416606637,"No"
5,6.416606637,"Yes"
5,6.416606637,"Yes"
5,7.665466464,"Yes"
2,7.665466464,"Yes"
5,7.665466464,"Yes"
5,6.416606637,"No"
6,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"Yes"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"Yes"
5,6.416606637,"No"
3,6.416606637,"No"
3,6.416606637,"No"
2,7.665466464,"No"
1,7.665466464,"No"
5,6.416606637,"No"
6,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,7.665466464,"Yes"
5,6.416606637,"No"
5,7.665466464,"No"
4,7.665466464,"No"
3,6.416606637,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,6.416606637,"No"
5,6.416606637,"Yes"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
4,6.416606637,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,6.416606637,"No"
5,7.665466464,"Yes"
5,6.416606637,"No"
5,6.416606637,"No"
5,7.665466464,"No"
5,7.665466464,"Yes"
5,6.416606637,"No"
5,6.416606637,"No"
5,7.665466464,"No"
3,7.665466464,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,7.665466464,"No"
5,6.416606637,"No"
5,6.416606637,"No"
3,7.665466464,"Yes"
5,7.665466464,"No"
5,7.665466464,"Yes"
2,7.665466464,"Yes"
4,7.665466464,"No"
3,7.665466464,"No"
5,7.665466464,"Yes"
5,7.665466464,"No"
5,7.665466464,"No"
4,6.416606637,"No"
5,7.665466464,"Yes"
5,7.665466464,"Yes"
5,6.416606637,"No"
5,6.416606637,"Yes"
4,7.665466464,"Yes"
5,7.665466464,"No"
1,7.665466464,"No"
3,7.665466464,"No"
4,7.665466464,"No"
5,6.416606637,"No"
4,7.665466464,"No"
5,6.416606637,"No"
3,7.665466464,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
4,7.665466464,"Yes"
4,7.665466464,"Yes"
5,6.416606637,"No"
5,7.665466464,"No"
5,7.665466464,"Yes"
5,6.416606637,"Yes"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"Yes"
5,6.416606637,"Yes"
5,7.665466464,"No"
4,7.665466464,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
5,6.416606637,"No"
4,6.416606637,"No"
5,7.665466464,"Yes"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"Yes"
5,7.665466464,"No"
3,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"Yes"
5,7.665466464,"Yes"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"No"
5,7.665466464,"Yes"
5,7.665466464,"Yes"
5,7.665466464,"Yes"
2,7.29155097,"Yes"
3,14.93215516,"No"
5,14.93215516,"No"
5,14.93215516,"No"
5,17.5017363,"No"
5,14.93215516,"No"
4,14.93215516,"No"
5,14.93215516,"No"
5,14.93215516,"No"
5,14.93215516,"Yes"
5,14.93215516,"No"
5,17.5017363,"No"
5,14.93215516,"No"
5,17.5017363,"No"
5,17.5017363,"No"
5,17.5017363,"Yes"
3,17.5017363,"No"
5,17.5017363,"No"
5,17.5017363,"No"
5,17.5017363,"No"
5,17.5017363,"Yes"
5,17.5017363,"Yes"
3,17.5017363,"No"
5,14.93215516,"Yes"
5,14.93215516,"No"
4,17.5017363,"No"
5,14.93215516,"No"
2,14.93215516,"No"
4,14.93215516,"No"
5,14.93215516,"Yes"
5,14.93215516,"Yes"
5,14.93215516,"Yes"
5,14.93215516,"No"
5,17.5017363,"No"
5,14.93215516,"No"
5,14.93215516,"Yes"
5,17.5017363,"No"
5,14.93215516,"No"
5,14.93215516,"Yes"
5,14.93215516,"No"
5,14.93215516,"No"
5,14.93215516,"No"
5,14.93215516,"No"
5,14.93215516,"Yes"
5,14.93215516,"No"
5,14.93215516,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.16862173,"No"
7,10.16862173,"No"
5,10.63201021,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
4,10.16862173,"No"
6,10.16862173,"No"
5,10.16862173,"No"
5,10.63201021,"No"
4,10.63201021,"No"
5,10.63201021,"No"
5,10.16862173,"No"
3,10.16862173,"No"
5,10.63201021,"No"
7,10.16862173,"No"
5,10.16862173,"No"
4,10.63201021,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.63201021,"No"
2,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
4,10.63201021,"No"
6,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.16862173,"No"
5,10.16862173,"Yes"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.16862173,"No"
2,10.16862173,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.16862173,"No"
5,10.16862173,"No"
7,10.63201021,"No"
3,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.16862173,"No"
7,10.16862173,"No"
3,10.16862173,"No"
3,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
4,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.16862173,"No"
5,10.63201021,"No"
5,10.63201021,"No"
5,10.16862173,"Yes"
5,10.16862173,"Yes"
5,10.16862173,"Yes"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
5,10.16862173,"No"
3,10.16862173,"No"
5,10.16862173,"Yes"
5,10.16862173,"Yes"
5,10.16862173,"Yes"
5,10.16862173,"Yes"
5,10.16862173,"No"
5,10.16862173,"Yes"
5,10.16862173,"Yes"
5,10.16862173,"Yes"
1,10.16862173,"No"
5,12.92978298,"No"
5,12.92978298,"No"
5,11.06392314,"No"
5,12.92978298,"No"
5,11.06392314,"No"
5,11.06392314,"No"
5,12.92978298,"No"
4,12.92978298,"Yes"
5,12.92978298,"No"
5,12.92978298,"No"
5,12.92978298,"Yes"
5,11.06392314,"No"
5,11.06392314,"Yes"
5,11.06392314,"No"
4,11.06392314,"No"
5,11.06392314,"No"
5,11.06392314,"No"
4,11.06392314,"No"
5,11.06392314,"No"
5,11.06392314,"No"
5,12.92978298,"No"
5,12.92978298,"No"
5,12.92978298,"No"
5,11.06392314,"No"
5,11.06392314,"No"
5,12.92978298,"No"
5,11.06392314,"No"
5,11.06392314,"No"
5,11.06392314,"No"
7,11.06392314,"No"
3,12.92978298,"No"
4,12.92978298,"Yes"
5,12.92978298,"No"
5,11.06392314,"No"
5,11.06392314,"No"
5,11.06392314,"No"
4,11.06392314,"No"
5,12.92978298,"Yes"
5,11.06392314,"No"
5,11.06392314,"No"
5,12.92978298,"Yes"
5,12.92978298,"Yes"
4,11.06392314,"No"
5,11.06392314,"No"
4,12.92978298,"Yes"
5,12.92978298,"No"
5,12.92978298,"No"
1,12.92978298,"No"
5,10.92959001,"Yes"
5,9.26759403,"No"
5,10.92959001,"No"
5,10.92959001,"No"
5,10.92959001,"Yes"
5,10.92959001,"Yes"
5,10.92959001,"Yes"
5,10.92959001,"No"
5,10.92959001,"Yes"
5,10.92959001,"No"
2,10.92959001,"Yes"
6,9.26759403,"No"
5,10.92959001,"Yes"
5,10.92959001,"Yes"
5,10.92959001,"Yes"
5,9.26759403,"Yes"
5,9.26759403,"No"
5,9.26759403,"No"
5,9.26759403,"No"
5,9.26759403,"No"
1,10.92959001,"No"
5,10.92959001,"No"
5,10.92959001,"No"
5,10.92959001,"No"
5,9.26759403,"No"
5,10.92959001,"No"
5,10.92959001,"Yes"
5,10.92959001,"No"
5,10.92959001,"Yes"
3,10.92959001,"No"
5,10.92959001,"No"
5,10.92959001,"Yes"
4,9.26759403,"No"
5,9.26759403,"No"
5,9.26759403,"No"
5,10.92959001,"No"
5,10.92959001,"No"
4,9.26759403,"No"
5,10.92959001,"No"
7,10.92959001,"Yes"
7,10.92959001,"No"
5,9.26759403,"No"
6,9.26759403,"No"
3,10.92959001,"No"
5,10.92959001,"Yes"
5,10.92959001,"Yes"
5,10.92959001,"Yes"
5,10.92959001,"Yes"
5,10.86530993,"No"
5,10.86530993,"Yes"
5,10.86530993,"No"
5,10.86530993,"No"
5,10.86530993,"No"
5,10.86530993,"No"
5,9.486167264,"No"
5,9.486167264,"No"
5,9.486167264,"No"
5,9.486167264,"No"
5,10.86530993,"No"
6,9.486167264,"No"
5,9.486167264,"No"
5,9.486167264,"No"
5,9.486167264,"No"
5,10.86530993,"No"
5,10.86530993,"No"
5,10.86530993,"Yes"
2,10.86530993,"Yes"
3,9.486167264,"No"
5,9.486167264,"No"
5,10.86530993,"No"
5,9.486167264,"No"
5,10.86530993,"No"
5,13.72220979,"No"
5,13.72220979,"Yes"
3,13.72220979,"No"
5,12.18251089,"No"
5,13.72220979,"No"
5,13.72220979,"No"
5,12.18251089,"No"
5,12.18251089,"No"
3,13.72220979,"No"
5,13.72220979,"No"
5,12.18251089,"No"
5,12.18251089,"No"
4,12.18251089,"No"
5,12.18251089,"No"
5,12.18251089,"No"
5,12.18251089,"No"
5,13.72220979,"No"
5,13.72220979,"No"
5,13.72220979,"No"
4,13.72220979,"No"
4,12.18251089,"No"
5,13.72220979,"No"
5,12.18251089,"No"
5,12.18251089,"No"
5,12.18251089,"No"
5,13.72220979,"No"
5,13.72220979,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
6,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,8.074895951,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,8.074895951,"Yes"
3,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,8.074895951,"No"
5,8.074895951,"No"
5,8.074895951,"Yes"
5,8.074895951,"No"
5,8.074895951,"No"
5,8.074895951,"No"
5,5.645730855,"Yes"
5,8.074895951,"No"
5,8.074895951,"No"
5,8.074895951,"No"
5,5.645730855,"No"
5,5.645730855,"No"
2,5.645730855,"No"
5,5.645730855,"No"
6,8.074895951,"No"
5,8.074895951,"Yes"
5,5.645730855,"Yes"
5,8.074895951,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,8.074895951,"No"
5,8.074895951,"No"
5,8.074895951,"No"
5,8.074895951,"No"
6,8.074895951,"No"
5,8.074895951,"No"
5,8.074895951,"Yes"
5,8.074895951,"Yes"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,8.074895951,"No"
5,5.645730855,"No"
5,5.645730855,"No"
3,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"Yes"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"Yes"
4,5.645730855,"No"
5,5.645730855,"No"
4,5.645730855,"Yes"
3,5.645730855,"No"
5,5.645730855,"Yes"
1,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"Yes"
5,5.645730855,"Yes"
5,8.074895951,"No"
5,5.645730855,"No"
5,5.645730855,"Yes"
6,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,8.074895951,"No"
4,5.645730855,"Yes"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,8.074895951,"No"
5,5.645730855,"Yes"
5,5.645730855,"Yes"
5,5.645730855,"Yes"
4,5.645730855,"No"
5,5.645730855,"No"
5,8.074895951,"No"
5,8.074895951,"No"
5,5.645730855,"Yes"
5,8.074895951,"No"
5,5.645730855,"No"
3,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"Yes"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
4,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
4,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"No"
5,5.645730855,"Yes"
5,5.645730855,"No"
4,5.645730855,"Yes"
4,5.645730855,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,11.10654157,"No"
5,11.10654157,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,11.10654157,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,11.10654157,"Yes"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"Yes"
5,8.901763226,"Yes"
5,8.901763226,"No"
5,11.10654157,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,11.10654157,"No"
5,8.901763226,"Yes"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,8.901763226,"No"
5,11.10654157,"No"
5,11.10654157,"Yes"
1,11.10654157,"Yes"
5,11.10654157,"Yes"
4,8.901763226,"No"
3,11.10654157,"No"
5,8.901763226,"No"
5,11.10654157,"Yes"
5,8.901763226,"No"
5,11.10654157,"No"
5,8.901763226,"No"
5,11.10654157,"Yes"
5,11.10654157,"No"
5,11.10654157,"Yes"
5,11.10654157,"Yes"
5,11.10654157,"No"
5,11.10654157,"No"
5,11.10654157,"No"
5,11.10654157,"No"
5,11.10654157,"Yes"
5,11.10654157,"No"
5,11.10654157,"Yes"
5,10.5013911,"No"
4,10.5013911,"Yes"
5,10.5013911,"No"
6,8.264264165,"No"
5,10.5013911,"No"
5,10.5013911,"No"
2,8.264264165,"No"
5,10.5013911,"No"
3,10.5013911,"No"
5,8.264264165,"No"
5,10.5013911,"No"
5,8.264264165,"No"
5,8.264264165,"Yes"
3,10.5013911,"No"
6,8.264264165,"No"
5,8.264264165,"No"
4,8.264264165,"No"
5,8.264264165,"No"
5,8.264264165,"No"
5,8.264264165,"No"
4,8.264264165,"Yes"
5,10.5013911,"No"
5,8.264264165,"No"
5,8.264264165,"No"
6,8.264264165,"No"
5,8.264264165,"No"
5,8.264264165,"No"
5,8.264264165,"No"
4,8.264264165,"No"
5,8.264264165,"No"
7,8.264264165,"No"
5,10.5013911,"No"
5,8.264264165,"No"
3,10.5013911,"No"
5,10.5013911,"No"
3,10.5013911,"No"
5,8.264264165,"No"
5,8.264264165,"No"
5,10.5013911,"No"
5,8.264264165,"No"
5,8.264264165,"No"
3,8.264264165,"No"
5,8.264264165,"No"
