"CommuteDays","MilesOneWay","Bus"
4,4.320175184,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,3.227802081,"No"
5,4.320175184,"No"
5,3.227802081,"No"
3,3.227802081,"Yes"
7,3.227802081,"Yes"
5,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"Yes"
5,3.227802081,"No"
5,3.227802081,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,3.227802081,"No"
5,4.320175184,"No"
7,4.320175184,"No"
5,4.320175184,"No"
5,3.227802081,"No"
5,3.227802081,"No"
5,4.320175184,"No"
5,4.320175184,"No"
5,3.227802081,"Yes"
5,4.320175184,"No"
5,3.227802081,"No"
3,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"Yes"
5,3.227802081,"No"
4,4.320175184,"No"
6,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"Yes"
3,3.227802081,"No"
4,3.227802081,"No"
7,3.227802081,"Yes"
4,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"Yes"
3,3.227802081,"No"
5,3.227802081,"No"
5,4.320175184,"No"
5,3.227802081,"No"
5,3.227802081,"No"
6,4.320175184,"No"
7,3.227802081,"No"
5,3.227802081,"No"
6,3.227802081,"Yes"
5,3.227802081,"No"
5,4.320175184,"No"
5,3.227802081,"No"
2,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"Yes"
4,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"Yes"
3,3.227802081,"No"
5,3.227802081,"Yes"
5,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"No"
5,3.227802081,"Yes"
5,3.227802081,"Yes"
5,3.227802081,"Yes"
4,3.227802081,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"Yes"
5,4.675898642,"Yes"
6,4.675898642,"Yes"
2,6.458895575,"Yes"
5,4.675898642,"Yes"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"Yes"
5,6.458895575,"No"
5,6.458895575,"No"
5,4.675898642,"No"
5,6.458895575,"Yes"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,6.458895575,"Yes"
5,6.458895575,"No"
5,6.458895575,"No"
5,4.675898642,"No"
3,6.458895575,"No"
5,4.675898642,"No"
5,6.458895575,"No"
6,4.675898642,"No"
5,4.675898642,"No"
5,6.458895575,"No"
5,4.675898642,"No"
5,6.458895575,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
7,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"Yes"
5,4.675898642,"No"
5,4.675898642,"Yes"
3,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"Yes"
3,4.675898642,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"Yes"
5,4.675898642,"Yes"
5,4.675898642,"No"
4,4.675898642,"No"
6,4.675898642,"No"
4,4.675898642,"No"
5,4.675898642,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
5,6.458895575,"Yes"
4,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
7,4.675898642,"No"
4,6.458895575,"Yes"
4,4.675898642,"Yes"
5,4.675898642,"No"
5,4.675898642,"No"
6,4.675898642,"No"
5,4.675898642,"No"
6,4.675898642,"No"
5,4.675898642,"Yes"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"Yes"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"Yes"
5,4.675898642,"Yes"
5,4.675898642,"No"
5,6.458895575,"No"
2,6.458895575,"No"
4,4.675898642,"No"
5,4.675898642,"No"
5,6.458895575,"No"
5,4.675898642,"No"
4,6.458895575,"No"
5,6.458895575,"No"
5,4.675898642,"No"
5,6.458895575,"No"
7,4.675898642,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,4.675898642,"No"
4,4.675898642,"No"
6,4.675898642,"Yes"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"Yes"
3,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"Yes"
2,4.675898642,"No"
5,6.458895575,"No"
5,4.675898642,"No"
5,6.458895575,"Yes"
5,6.458895575,"Yes"
5,4.675898642,"No"
5,6.458895575,"Yes"
4,6.458895575,"No"
5,4.675898642,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,4.675898642,"Yes"
5,6.458895575,"No"
5,6.458895575,"No"
6,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"Yes"
5,4.675898642,"No"
5,4.675898642,"No"
5,4.675898642,"No"
4,6.458895575,"Yes"
5,4.675898642,"No"
5,4.675898642,"No"
6,4.675898642,"No"
5,6.458895575,"No"
5,4.675898642,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"Yes"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"Yes"
5,6.458895575,"Yes"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,6.458895575,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
6,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
6,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
3,5.171705384,"Yes"
5,3.138591536,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
3,3.138591536,"No"
5,3.138591536,"No"
4,3.138591536,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,3.138591536,"No"
6,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
3,3.138591536,"No"
7,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
3,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
1,3.138591536,"No"
6,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
6,5.171705384,"Yes"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
6,5.171705384,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
7,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"Yes"
5,3.138591536,"No"
4,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
3,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
6,3.138591536,"No"
5,3.138591536,"Yes"
5,5.171705384,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,5.171705384,"No"
3,3.138591536,"Yes"
5,3.138591536,"No"
4,3.138591536,"No"
4,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
7,3.138591536,"No"
4,3.138591536,"No"
4,5.171705384,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,5.171705384,"Yes"
5,5.171705384,"Yes"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
6,5.171705384,"No"
3,5.171705384,"Yes"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"Yes"
5,5.171705384,"Yes"
5,3.138591536,"No"
5,5.171705384,"Yes"
6,5.171705384,"No"
1,3.138591536,"No"
5,3.138591536,"No"
6,3.138591536,"No"
4,5.171705384,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
1,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"Yes"
3,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,5.171705384,"No"
4,5.171705384,"Yes"
5,5.171705384,"No"
3,5.171705384,"Yes"
5,5.171705384,"No"
5,5.171705384,"No"
6,3.138591536,"No"
4,5.171705384,"No"
5,5.171705384,"No"
4,5.171705384,"No"
3,5.171705384,"Yes"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
6,3.138591536,"No"
4,3.138591536,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
2,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
7,5.171705384,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,5.171705384,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
4,3.138591536,"No"
5,5.171705384,"No"
4,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
4,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
4,3.138591536,"No"
5,3.138591536,"No"
4,3.138591536,"Yes"
5,5.171705384,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,5.171705384,"Yes"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
4,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
3,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
2,3.138591536,"No"
5,3.138591536,"No"
1,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
4,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
3,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,5.171705384,"No"
4,3.138591536,"No"
3,5.171705384,"No"
5,3.138591536,"No"
3,3.138591536,"No"
5,5.171705384,"Yes"
4,3.138591536,"No"
5,3.138591536,"No"
4,3.138591536,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
1,3.138591536,"No"
5,5.171705384,"Yes"
5,5.171705384,"No"
5,3.138591536,"No"
6,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
3,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
6,3.138591536,"No"
6,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
6,3.138591536,"No"
2,5.171705384,"No"
3,5.171705384,"Yes"
5,3.138591536,"No"
7,3.138591536,"No"
3,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
4,5.171705384,"No"
5,5.171705384,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,5.171705384,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
4,3.138591536,"Yes"
3,3.138591536,"No"
7,5.171705384,"Yes"
4,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
4,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
4,3.138591536,"No"
4,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"No"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
5,3.138591536,"Yes"
4,3.138591536,"No"
4,3.138591536,"No"
5,4.337552582,"No"
6,4.337552582,"No"
4,1.915673934,"Yes"
4,4.337552582,"Yes"
5,1.915673934,"Yes"
4,4.337552582,"Yes"
5,4.337552582,"No"
5,4.337552582,"No"
5,1.915673934,"Yes"
4,1.915673934,"No"
4,4.337552582,"Yes"
5,1.915673934,"Yes"
5,4.337552582,"No"
4,4.337552582,"No"
4,4.337552582,"Yes"
5,4.337552582,"No"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,4.337552582,"Yes"
5,4.337552582,"No"
5,1.915673934,"No"
4,4.337552582,"No"
5,4.337552582,"Yes"
5,4.337552582,"No"
6,1.915673934,"Yes"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
5,4.337552582,"No"
5,4.337552582,"No"
5,4.337552582,"No"
5,1.915673934,"No"
5,4.337552582,"Yes"
5,4.337552582,"No"
5,4.337552582,"No"
5,4.337552582,"Yes"
5,1.915673934,"Yes"
6,1.915673934,"No"
6,1.915673934,"No"
4,4.337552582,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
3,1.915673934,"Yes"
5,1.915673934,"No"
6,4.337552582,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,4.337552582,"No"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"No"
5,4.337552582,"No"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
4,4.337552582,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"Yes"
4,4.337552582,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
3,1.915673934,"Yes"
5,4.337552582,"No"
5,4.337552582,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
4,1.915673934,"No"
4,1.915673934,"No"
5,1.915673934,"Yes"
5,4.337552582,"No"
5,1.915673934,"No"
5,1.915673934,"No"
6,1.915673934,"No"
6,1.915673934,"No"
5,1.915673934,"Yes"
5,4.337552582,"No"
5,1.915673934,"Yes"
5,4.337552582,"No"
5,4.337552582,"No"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
5,4.337552582,"No"
6,1.915673934,"No"
5,4.337552582,"No"
5,4.337552582,"No"
4,1.915673934,"No"
7,1.915673934,"Yes"
4,1.915673934,"Yes"
5,1.915673934,"Yes"
5,4.337552582,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,4.337552582,"No"
5,1.915673934,"No"
5,4.337552582,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
6,1.915673934,"No"
4,1.915673934,"No"
4,1.915673934,"Yes"
5,1.915673934,"No"
3,4.337552582,"Yes"
4,1.915673934,"No"
5,1.915673934,"Yes"
6,1.915673934,"No"
5,4.337552582,"No"
5,1.915673934,"No"
5,1.915673934,"No"
6,1.915673934,"No"
4,1.915673934,"No"
5,4.337552582,"Yes"
5,1.915673934,"No"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
6,1.915673934,"No"
5,1.915673934,"Yes"
4,4.337552582,"Yes"
5,1.915673934,"No"
6,1.915673934,"No"
6,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,4.337552582,"No"
6,4.337552582,"No"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"No"
6,1.915673934,"Yes"
5,1.915673934,"Yes"
6,1.915673934,"No"
5,4.337552582,"No"
6,1.915673934,"Yes"
5,4.337552582,"Yes"
3,1.915673934,"No"
5,1.915673934,"Yes"
5,4.337552582,"No"
6,4.337552582,"Yes"
4,1.915673934,"Yes"
5,4.337552582,"No"
5,1.915673934,"No"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
6,1.915673934,"No"
3,1.915673934,"Yes"
3,4.337552582,"No"
5,4.337552582,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,4.337552582,"No"
5,1.915673934,"No"
5,4.337552582,"Yes"
5,1.915673934,"Yes"
6,1.915673934,"No"
5,1.915673934,"No"
5,4.337552582,"Yes"
5,4.337552582,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,4.337552582,"Yes"
5,4.337552582,"No"
5,4.337552582,"Yes"
6,4.337552582,"No"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"Yes"
7,1.915673934,"Yes"
7,1.915673934,"Yes"
7,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
6,1.915673934,"Yes"
7,1.915673934,"No"
6,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
6,1.915673934,"Yes"
5,1.915673934,"No"
5,4.337552582,"Yes"
6,1.915673934,"No"
5,1.915673934,"Yes"
7,1.915673934,"No"
7,4.337552582,"No"
6,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,4.337552582,"No"
6,1.915673934,"No"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
2,4.337552582,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
2,1.915673934,"Yes"
5,1.915673934,"Yes"
7,1.915673934,"Yes"
5,1.915673934,"Yes"
6,1.915673934,"Yes"
5,4.337552582,"No"
5,1.915673934,"Yes"
6,1.915673934,"Yes"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
4,1.915673934,"No"
4,1.915673934,"Yes"
6,4.337552582,"Yes"
4,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,4.337552582,"No"
5,4.337552582,"No"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"No"
6,1.915673934,"Yes"
5,4.337552582,"No"
5,1.915673934,"No"
6,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
6,1.915673934,"Yes"
4,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
5,4.337552582,"No"
5,1.915673934,"Yes"
6,1.915673934,"Yes"
6,1.915673934,"Yes"
6,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,4.337552582,"No"
5,1.915673934,"Yes"
7,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
2,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,4.337552582,"No"
5,4.337552582,"Yes"
4,1.915673934,"No"
4,1.915673934,"No"
5,4.337552582,"Yes"
5,4.337552582,"No"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
7,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,4.337552582,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
6,1.915673934,"Yes"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
4,1.915673934,"Yes"
4,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,4.337552582,"Yes"
5,4.337552582,"Yes"
4,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,4.337552582,"No"
5,4.337552582,"Yes"
6,1.915673934,"No"
7,1.915673934,"No"
4,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
4,1.915673934,"No"
5,4.337552582,"No"
5,1.915673934,"No"
7,1.915673934,"No"
4,1.915673934,"Yes"
6,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
6,1.915673934,"No"
5,1.915673934,"Yes"
6,1.915673934,"No"
5,1.915673934,"No"
4,1.915673934,"No"
7,1.915673934,"Yes"
7,1.915673934,"Yes"
6,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
6,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
4,1.915673934,"No"
5,1.915673934,"Yes"
3,1.915673934,"Yes"
5,1.915673934,"Yes"
4,4.337552582,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
4,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
3,1.915673934,"No"
6,1.915673934,"Yes"
5,1.915673934,"No"
6,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,4.337552582,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
6,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
4,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
6,1.915673934,"Yes"
5,1.915673934,"Yes"
4,1.915673934,"No"
6,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
4,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
7,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
6,1.915673934,"No"
7,1.915673934,"No"
6,1.915673934,"Yes"
5,1.915673934,"No"
4,1.915673934,"Yes"
6,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
6,1.915673934,"No"
5,1.915673934,"Yes"
4,1.915673934,"No"
6,1.915673934,"No"
7,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
4,1.915673934,"Yes"
4,1.915673934,"No"
5,1.915673934,"Yes"
4,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
4,1.915673934,"No"
5,1.915673934,"Yes"
6,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
7,1.915673934,"Yes"
6,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
7,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
6,1.915673934,"No"
5,1.915673934,"No"
4,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
3,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"No"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
4,1.915673934,"Yes"
3,1.915673934,"Yes"
3,1.915673934,"Yes"
5,4.337552582,"Yes"
5,1.915673934,"Yes"
5,1.915673934,"Yes"
