WPRDC_ID,HomeZipCode,Destination,Other,MilesOneWay,CommuteDays,PrimaryMode,PrimaryModePercentCommute,PrimaryModeNumberTrips,SecondaryMode,SecondaryModePercentCommute,SecondaryModeNumberTrips,TertiaryMode,TertiaryModePercentCommute,TertiaryModeNumberTrips
12243,,Other (please specify),North Point Breeze,,5,Dropped off / Picked up,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
760,,Downtown (includes Golden Triangle & Lower Hill),,,4,Bus,71,6,Drive Alone,29,2,I do not use a third transportation method,0,0
91,,Other (please specify),Station Square,,5,Bus,100,10,I only commute by one method,,0,,0,0
13230,,Downtown (includes Golden Triangle & Lower Hill),,,5,Light Rail (T),100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11850,,Oakland,,,1,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,2,I only commute by one method,0,0,I do not use a third transportation method,0,0
728,10106,Other (please specify),Coraopolis,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,Drive Alone,0,0,I do not use a third transportation method,0,0
4928,10225,Other (please specify),Point Breeze,,5,Other,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
303,10524,Downtown (includes Golden Triangle & Lower Hill),,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
20016,11111,Downtown (includes Golden Triangle & Lower Hill),,,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1753,12505,Uptown / Bluff,,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9060,12532,Oakland,,,7,Bike,75,11,Bus,25,4,I do not use a third transportation method,0,0
17080,12551,Downtown (includes Golden Triangle & Lower Hill),,,5,Dropped off / Picked up,80,8,I only commute by one method,,0,Bus,20,2
1525,12642,Downtown (includes Golden Triangle & Lower Hill),,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5089,13743,Other (please specify),Other,,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
15199,14623,Other (please specify),Robinson ,,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
94,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,,0,,0,0
96,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,,0,,0,0
99,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,,0,,0,0
106,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,,0,,0,0
288,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,3,Bus,60,3.6,Telecommute,40,2.4,I do not use a third transportation method,0,0
420,15001,Oakland,,21.66783945,4,Bus,47,4,Drive Alone,53,4,I do not use a third transportation method,0,0
647,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
758,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
940,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1113,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
1828,15001,Oakland,,21.66783945,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",80,8,Drive Alone,10,1,Telecommute,10,1
2060,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2104,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2462,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2583,15001,Other (please specify),North Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,,0,,0,0
3113,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3499,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,20,2,Carpool,10,1,Drove Alone,70,7
3605,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3752,15001,North Shore,,19.5467475,4,Bus,80,6.4,Drive Alone,20,1.6,I do not use a third transportation method,0,0
3866,15001,Other (please specify),Lawrenceville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4404,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4740,15001,Other (please specify),Strip District,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4749,15001,Other (please specify),Strip District,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5213,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,50,5,Bus,50,5,I do not use a third transportation method,0,0
5946,15001,Other (please specify),Mt. Washington ,,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
6269,15001,Pittsburgh Technology Park,,21.66783945,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
6444,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
6492,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7149,15001,Oakland,,21.66783945,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7317,15001,Oakland,,21.66783945,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7556,15001,Oakland,,21.66783945,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,Carpool,0,0,I do not use a third transportation method,0,0
7558,15001,Oakland,,21.66783945,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
8085,15001,Oakland,,21.66783945,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
8327,15001,Other (please specify),Green Tree,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8569,15001,Oakland,,21.66783945,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8601,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Dropped off / Picked up,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9588,15001,Oakland,,21.66783945,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9817,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",50,5,Light Rail (T),50,5,I do not use a third transportation method,0,0
9888,15001,North Shore,,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9891,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9980,15001,North Shore,,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10836,15001,Oakland,,21.66783945,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11279,15001,Oakland,,21.66783945,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11435,15001,Pittsburgh Technology Park,,21.66783945,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11498,15001,Other (please specify),Hopewell,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11783,15001,Other (please specify),East Liberty ,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12017,15001,North Shore,,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12113,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12285,15001,Oakland,,21.66783945,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12314,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12631,15001,Other (please specify),Hopewell,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13125,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,Carpool,0,0,Drove Alone,0,0
13192,15001,Other (please specify),Shadyside,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13301,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13325,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13340,15001,Other (please specify),Lawrenceville,,5,Other,0,0,Drive Alone,100,10,I do not use a third transportation method,0,0
13341,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,1,Carpool,100,2,I only commute by one method,0,0,I do not use a third transportation method,0,0
13405,15001,Uptown / Bluff,,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13453,15001,Oakland,,21.66783945,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13490,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13491,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13732,15001,Other (please specify),Lawrenceville,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
13904,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14013,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14196,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14265,15001,Other (please specify),Monroeville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14437,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14497,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,70,7,Drive Alone,30,3,I do not use a third transportation method,0,0
14574,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,1,Carpool,100,2,I only commute by one method,0,0,I do not use a third transportation method,0,0
14772,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14949,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",50,5,Bus,50,5,I do not use a third transportation method,0,0
14951,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,8,Bus,20,2,I do not use a third transportation method,0,0
15197,15001,Oakland,,21.66783945,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
15522,15001,Other (please specify),Shadyside,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15532,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15892,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,67,7,Drive Alone,33,3,I do not use a third transportation method,0,0
15999,15001,Other (please specify),North Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16027,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16040,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16768,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17120,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,45,4.5,Park and Ride,45,4.5,Dropped Off,10,1
17249,15001,Other (please specify),Shadyside,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17311,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
18240,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
18485,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,80,8,Telecommute,20,2,I do not use a third transportation method,0,0
19040,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19255,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19292,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,40,4,Telecommute,40,4,Drove Alone,20,2
19319,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Telecommute / telework (from home),60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19340,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Telecommute / telework (from home),60,6,Drive Alone,40,4,I do not use a third transportation method,0,0
19481,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,60,6,Telecommute,40,4,I do not use a third transportation method,0,0
19680,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19697,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19851,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19922,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
20337,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
20674,15001,Downtown (includes Golden Triangle & Lower Hill),,19.5467475,2,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",50,2,Bus,50,2,,0,0
511,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
745,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
2102,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,6,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
2130,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,5,Bus,53,5,Carpool,47,5,I do not use a third transportation method,0,0
2296,15003,Other (please specify),Green Tree,,4,Other,100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
2615,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,6,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",70,8.4,Drive Alone,30,3.6,I do not use a third transportation method,0,0
3518,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",75,8,Park and Ride,25,3,I do not use a third transportation method,0,0
3664,15003,North Shore,,15.7260438,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
5872,15003,Other (please specify),North Side,,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
7050,15003,Oakland,,17.48038371,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7570,15003,Oakland,,17.48038371,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",89,7,Bus,11,1,I do not use a third transportation method,0,0
9478,15003,Other (please specify),North Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9741,15003,Oakland,,17.48038371,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10866,15003,North Shore,,15.7260438,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11246,15003,Oakland,,17.48038371,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12603,15003,Oakland,,17.48038371,5,Carpool,90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
12668,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
12944,15003,Other (please specify),North Hills,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15349,15003,Oakland,,17.48038371,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
16496,15003,Other (please specify),Lawrenceville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,Carpool,0,0,I do not use a third transportation method,0,0
17560,15003,Oakland,,17.48038371,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",80,8,Park and Ride,20,2,I do not use a third transportation method,0,0
17892,15003,Uptown / Bluff,,15.7260438,5,Dropped off / Picked up,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19144,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
19240,15003,Downtown (includes Golden Triangle & Lower Hill),,15.7260438,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
18797,15004,Downtown (includes Golden Triangle & Lower Hill),,,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
393,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Carpool,80,8,Drive Alone,10,1,Telecommute,10,1
501,15005,Oakland,,18.08604934,5,Carpool,100,10,I only commute by one method,0,0,,0,0
698,15005,Other (please specify),Brookline,,5,Other,0,0,Drive Alone,100,10,I do not use a third transportation method,0,0
1969,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
2680,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,,0,,0,0
3242,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3347,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,6,Carpool,40,4,I do not use a third transportation method,0,0
5526,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,Carpool,0,0,I do not use a third transportation method,0,0
5938,15005,Other (please specify),Higland Park,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5995,15005,Other (please specify),South Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6313,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6394,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
6468,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6896,15005,Oakland,,18.08604934,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7296,15005,Oakland,,18.08604934,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8276,15005,Other (please specify),Point Breeze,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10032,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Dropped off / Picked up,90,9,I only commute by one method,,0,Bus,10,1
10265,15005,Other (please specify),South Side,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,6.4,Telecommute,20,1.6,I do not use a third transportation method,0,0
10904,15005,Oakland,,18.08604934,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10953,15005,Oakland,,18.08604934,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11178,15005,Oakland,,18.08604934,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11304,15005,Oakland,,18.08604934,7,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,14,I only commute by one method,0,0,I do not use a third transportation method,0,0
11326,15005,Oakland,,18.08604934,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,8,Carpool,20,2,I do not use a third transportation method,0,0
12663,15005,Other (please specify),South Side,,5,Other,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13175,15005,Other (please specify),McCandless,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13757,15005,Other (please specify),Millvale,,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
13828,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,Carpool,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
13854,15005,Downtown (includes Golden Triangle & Lower Hill),,16.75035599,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",82,8,Bus,18,2,I do not use a third transportation method,0,0
