WPRDC_ID,HomeZipCode,Destination,Other,MilesOneWay,CommuteDays,PrimaryMode,PrimaryModePercentCommute,PrimaryModeNumberTrips,SecondaryMode,SecondaryModePercentCommute,SecondaryModeNumberTrips,TertiaryMode,TertiaryModePercentCommute,TertiaryModeNumberTrips
3754,15146,Other (please specify),Belle Veron,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
3846,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4087,15146,Other (please specify),Shadyside,,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
4362,15146,Other (please specify),Larimer,,5,Other,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4372,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,Carpool,0,0,I do not use a third transportation method,0,0
4552,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
4562,15146,Oakland,,10.27055842,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4644,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4755,15146,Oakland,,10.27055842,2,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,4,I only commute by one method,0,0,,0,0
4779,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
4800,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",70,7,Bus,30,3,I do not use a third transportation method,0,0
4923,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,90,9,Dropped Off,10,1,I do not use a third transportation method,0,0
4936,15146,Other (please specify),Monreoeville,,4,Dropped off / Picked up,90,7.2,I only commute by one method,,0,Walk,10,0.8
5109,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5277,15146,Oakland,,10.27055842,5,Dropped off / Picked up,80,8,I only commute by one method,,0,Drove Alone,20,2
5451,15146,Other (please specify),Point Breeze,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5515,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5570,15146,Other (please specify),Breezewood,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5579,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",50,5,Drive Alone,50,5,I do not use a third transportation method,0,0
5636,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5686,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
5780,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6057,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6227,15146,Other (please specify),South Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6242,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",89,9,Bus,11,1,I do not use a third transportation method,0,0
6249,15146,Other (please specify),Bridgeville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6472,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6495,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,Drive Alone,0,0,I do not use a third transportation method,0,0
6571,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,1,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",80,1.6,Drive Alone,20,0.4,I do not use a third transportation method,0,0
6582,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
6631,15146,Oakland,,10.27055842,5,Dropped off / Picked up,70,7,I only commute by one method,,0,Bus,30,3
6825,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6882,15146,Oakland,,10.27055842,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
6911,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7038,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7101,15146,Oakland,,10.27055842,5,Bus,40,4,Drive Alone,50,5,Walk,10,1
7180,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7187,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7250,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
7606,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,Telecommute,0,0,I do not use a third transportation method,0,0
7692,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
7754,15146,Oakland,,10.27055842,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
7910,15146,Oakland,,10.27055842,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
7956,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8191,15146,Other (please specify),Brighton Heights,,5,Bus,60,6,Bus,40,4,,0,0
8200,15146,Other (please specify),Monreoeville,,4,Walk,70,5.6,Drive Alone,30,2.4,I do not use a third transportation method,0,0
8202,15146,Other (please specify),Robinson ,,5,Carpool,90,9,Drive Alone,10,1,I do not use a third transportation method,0,0
8297,15146,Other (please specify),South Side,,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
8338,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8342,15146,Other (please specify),Lawrenceville,,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
8344,15146,Other (please specify),Lawrenceville,,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",40,2.4,Drive Alone,40,2.4,Drove Alone,20,1.2
8364,15146,Other (please specify),Cranberry,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8454,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",80,8,Dropped Off,20,2,I do not use a third transportation method,0,0
8500,15146,North Shore,,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8567,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
8829,15146,Other (please specify),Monreoeville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8916,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
8921,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
8960,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9238,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",89,9,Carpool,11,1,I do not use a third transportation method,0,0
9373,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9575,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9586,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9666,15146,Oakland,,10.27055842,5,Bus,100,10,I only commute by one method,0,0,,0,0
9697,15146,Other (please specify),North Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9763,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
9850,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
9900,15146,Oakland,,10.27055842,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,,0,0
10391,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10497,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",50,5,Dropped Off,10,1,Bus,40,4
10664,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10724,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10792,15146,Oakland,,10.27055842,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,,0,0
10802,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10832,15146,Other (please specify),Penn Hills,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
10957,15146,Oakland,,10.27055842,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
11001,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11024,15146,Other (please specify),Lawrenceville,,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11115,15146,Oakland,,10.27055842,5,Bus,90,9,Carpool,10,1,Drove Alone,0,0
11226,15146,Oakland,,10.27055842,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
11305,15146,Oakland,,10.27055842,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11310,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",90,9,Carpool,10,1,I do not use a third transportation method,0,0
11490,15146,Oakland,,10.27055842,5,Carpool,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11495,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11530,15146,Oakland,,10.27055842,5,Telecommute / telework (from home),60,6,Bus,30,3,Dropped Off,10,1
11589,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11941,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
11970,15146,Oakland,,10.27055842,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12127,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12130,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12186,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12198,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,86,9,Drive Alone,14,1,I do not use a third transportation method,0,0
12289,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12348,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12362,15146,Other (please specify),Lawrenceville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,,0,,0,0
12430,15146,Other (please specify),Shadyside,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12467,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12473,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12541,15146,Oakland,,10.27055842,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
12581,15146,Oakland,,10.27055842,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12595,15146,Other (please specify),Shadyside,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
12754,15146,Other (please specify),South Side,,3,Other,100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
12976,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13011,15146,Other (please specify),Aspinwall,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13088,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,,0,I do not use a third transportation method,0,0
13108,15146,Other (please specify),Mt. Washington,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13121,15146,Other (please specify),Shadyside,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13157,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13194,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
13197,15146,Other (please specify),South Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13241,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13493,15146,Other (please specify),Monreoeville,,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",50,5,Drive Alone,50,5,I do not use a third transportation method,0,0
13532,15146,Other (please specify),South Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13543,15146,Oakland,,10.27055842,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
13737,15146,Other (please specify),Lawrenceville ,,5,Other,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
13754,15146,Other (please specify),Lawrenceville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",90,9,Carpool,10,1,I do not use a third transportation method,0,0
13766,15146,Other (please specify),Other,,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,I do not use a third transportation method,0,0
13889,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,67,7,Carpool,33,3,I do not use a third transportation method,0,0
13964,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,3,Bus,100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
14025,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14149,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,Walk,0,0,I do not use a third transportation method,0,0
14178,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14250,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,3,Carpool,60,3.6,Drive Alone,20,1.2,Travel/Not in Office/Work at Non-Home Location,20,1.2
14603,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14605,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14726,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,6,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,12,I only commute by one method,0,0,I do not use a third transportation method,0,0
14741,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14878,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14913,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14941,15146,Other (please specify),Lawrenceville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
14988,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15149,15146,Other (please specify),North Side,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15249,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15263,15146,Oakland,,10.27055842,3,Bus,100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
15509,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15666,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15784,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15786,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15841,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,80,8,Drive Alone,20,2,I do not use a third transportation method,0,0
15913,15146,Uptown / Bluff,,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
15977,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",60,3.6,Telecommute,40,2.4,I do not use a third transportation method,0,0
16000,15146,Oakland,,10.27055842,3,Dropped off / Picked up,100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
16087,15146,Oakland,,10.27055842,4,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,8,I only commute by one method,0,0,,0,0
16171,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16179,15146,Oakland,,10.27055842,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",78,5,Park and Ride,22,1,I do not use a third transportation method,0,0
16191,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,4,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",80,6.4,Drive Alone,20,1.6,I do not use a third transportation method,0,0
16298,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16320,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16453,15146,Other (please specify),Monreoeville,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16510,15146,Oakland,,10.27055842,5,Bus,60,6,Dropped Off,40,4,I do not use a third transportation method,0,0
16557,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16607,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16631,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16733,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,2,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,4,I only commute by one method,0,0,I do not use a third transportation method,0,0
16789,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,"Park and Ride (not including Downtown, North Shore, Station Square, Strip District, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
16849,15146,Other (please specify),Greensburg,,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,,0,,0,0
16905,15146,Other (please specify),Lawrenceville,,2,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,4,I only commute by one method,0,0,I do not use a third transportation method,0,0
16919,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,Carpool,0,0,Drove Alone,0,0
16922,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,Bus,0,0,I do not use a third transportation method,0,0
16926,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17026,15146,Uptown / Bluff,,12.83092676,3,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,6,I only commute by one method,0,0,I do not use a third transportation method,0,0
17040,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17105,15146,Downtown (includes Golden Triangle & Lower Hill),,12.83092676,5,Bus,100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
17264,15146,Oakland,,10.27055842,5,"Drive Alone (parked in Downtown, North Shore, Strip District, Station Square, or Oakland)",100,10,I only commute by one method,0,0,I do not use a third transportation method,0,0
